pop_cat_id,pop_id,source_id,sample_type,reported_category,reported_value,season,metric_verbatim,value_location,notes
popcat_527,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Huevos,5.19,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_528,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Arachnida,0,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_529,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Insecta,n/a,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_530,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Mammalia,3.90,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_531,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Dulces,24.68,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_532,Cisneros-Moreno and Martínez-Corone 2019a,Cisneros-Moreno and Martínez-Corone 2019,scat,Otros,24.68,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_533,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Magnoliopsida,71,annual,frecuencia,Cuadro 1,
popcat_534,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Liliopsida,1,annual,frecuencia,Cuadro 1,
popcat_535,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Aves,6,annual,frecuencia,Cuadro 1,
popcat_536,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Huevos,0,annual,frecuencia,Cuadro 1,
popcat_537,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Arachnida,1,annual,frecuencia,Cuadro 1,
popcat_538,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Insecta,28,annual,frecuencia,Cuadro 1,
popcat_539,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Mammalia,4,annual,frecuencia,Cuadro 1,
popcat_540,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Dulces,0,annual,frecuencia,Cuadro 1,
popcat_541,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Otros,2,annual,frecuencia,Cuadro 1,
popcat_542,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Magnoliopsida,62.83,annual,frecuencia relativa,Cuadro 1,
popcat_543,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Liliopsida,0.88,annual,frecuencia relativa,Cuadro 1,
popcat_544,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Aves,5.31,annual,frecuencia relativa,Cuadro 1,
popcat_545,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Huevos,0,annual,frecuencia relativa,Cuadro 1,
popcat_546,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Arachnida,0.88,annual,frecuencia relativa,Cuadro 1,
popcat_547,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Insecta,24.78,annual,frecuencia relativa,Cuadro 1,
popcat_548,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Mammalia,3.54,annual,frecuencia relativa,Cuadro 1,
popcat_549,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Dulces,0,annual,frecuencia relativa,Cuadro 1,
popcat_550,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Otros,1.77,annual,frecuencia relativa,Cuadro 1,
popcat_551,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Magnoliopsida,n/a,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_552,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Liliopsida,n/a,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_553,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Aves,n/a,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_554,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Huevos,0,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_555,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Arachnida,1.61,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_556,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Insecta,n/a,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_557,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Mammalia,6.45,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_558,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Dulces,0,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_559,Cisneros-Moreno and Martínez-Corone 2019b,Cisneros-Moreno and Martínez-Corone 2019,scat,Otros,3.23,annual,frecuencia de ocurrencia,Cuadro 1,
popcat_560,Cinta 2013,Cinta 2013,scat,material vegetal,92,none,frecuencia de ocurrencia,Resumen,
popcat_561,Cinta 2013,Cinta 2013,scat,artrópodos,55,none,frecuencia de ocurrencia,Resumen,
popcat_562,Cinta 2013,Cinta 2013,scat,aves,8.2,none,frecuencia de ocurrencia,Resumen,
popcat_563,Cinta 2013,Cinta 2013,scat,mamíferos,3,none,frecuencia de ocurrencia,Resumen,
popcat_564,Yarchin 1988,Yarchin 1988,scat,Arthropod,69.2,annual,percent frequency of occurrence,,
popcat_565,Yarchin 1988,Yarchin 1988,scat,Fruit,79.6,annual,percent frequency of occurrence,Table 4,
popcat_566,Yarchin 1988,Yarchin 1988,scat,Mammal,55.4,annual,percent frequency of occurrence,Table 4,
popcat_567,Yarchin 1988,Yarchin 1988,scat,Bird,10.0,annual,percent frequency of occurrence,Table 4,
popcat_568,Yarchin 1988,Yarchin 1988,scat,reptiles,7.9,annual,percent frequency of occurrence,Table 4,
popcat_569,Yarchin 1988,Yarchin 1988,scat,Fish,6.2,annual,percent frequency of occurrence,Table 4,
popcat_570,Flores Rojas 2002,Flores Rojas 2002,scat,insects,4.2,annual,valor de importancia alimenticia,Figura 8,manual calculation from sum of monthly values in displayed graph
popcat_571,Flores Rojas 2002,Flores Rojas 2002,scat,vertebrates,6.2,annual,valor de importancia alimenticia,Figura 8,manual calculation from sum of monthly values in displayed graph
popcat_572,Flores Rojas 2002,Flores Rojas 2002,scat,plants,7.4,annual,valor de importancia alimenticia,Figura 8,manual calculation from sum of monthly values in displayed graph
popcat_573,Wyatt 1993,Wyatt 1993,scat,Plant,21.28,winter,percent frequency of occurrence,Table 14,
popcat_574,Wyatt 1993,Wyatt 1993,scat,Invertebrate,10.64,winter,percent frequency of occurrence,Table 14,
popcat_575,Wyatt 1993,Wyatt 1993,scat,Mammal,89.36,winter,percent frequency of occurrence,Table 14,
popcat_576,Wyatt 1993,Wyatt 1993,scat,Bird,21.28,winter,percent frequency of occurrence,Table 14,
popcat_577,Wyatt 1993,Wyatt 1993,scat,Reptile,0.00,winter,percent frequency of occurrence,Table 14,
popcat_578,Wyatt 1993,Wyatt 1993,scat,Plant,42.22,spring,percent frequency of occurrence,Table 14,
popcat_579,Wyatt 1993,Wyatt 1993,scat,Invertebrate,46.67,spring,percent frequency of occurrence,Table 14,
popcat_580,Wyatt 1993,Wyatt 1993,scat,Mammal,71.11,spring,percent frequency of occurrence,Table 14,
popcat_581,Wyatt 1993,Wyatt 1993,scat,Bird,28.89,spring,percent frequency of occurrence,Table 14,
popcat_582,Wyatt 1993,Wyatt 1993,scat,Reptile,6.67,spring,percent frequency of occurrence,Table 14,
popcat_583,Wyatt 1993,Wyatt 1993,scat,Plant,91.11,summer,percent frequency of occurrence,Table 14,
popcat_584,Wyatt 1993,Wyatt 1993,scat,Invertebrate,33.33,summer,percent frequency of occurrence,Table 14,
popcat_585,Wyatt 1993,Wyatt 1993,scat,Mammal,42.22,summer,percent frequency of occurrence,Table 14,
popcat_586,Wyatt 1993,Wyatt 1993,scat,Bird,26.67,summer,percent frequency of occurrence,Table 14,
popcat_587,Wyatt 1993,Wyatt 1993,scat,Reptile,2.22,summer,percent frequency of occurrence,Table 14,
popcat_588,Wyatt 1993,Wyatt 1993,scat,Plant,80.00,autumn,percent frequency of occurrence,Table 14,
popcat_589,Wyatt 1993,Wyatt 1993,scat,Invertebrate,20.00,autumn,percent frequency of occurrence,Table 14,
popcat_590,Wyatt 1993,Wyatt 1993,scat,Mammal,54.29,autumn,percent frequency of occurrence,Table 14,
popcat_591,Wyatt 1993,Wyatt 1993,scat,Bird,5.71,autumn,percent frequency of occurrence,Table 14,
popcat_592,Wyatt 1993,Wyatt 1993,scat,Reptile,0.00,autumn,percent frequency of occurrence,Table 14,
popcat_593,Wyatt 1993,Wyatt 1993,scat,Plant,56.98,annual,percent frequency of occurrence,Table 14,
popcat_594,Wyatt 1993,Wyatt 1993,scat,Invertebrate,27.91,annual,percent frequency of occurrence,Table 14,
popcat_595,Wyatt 1993,Wyatt 1993,scat,Mammal,65.12,annual,percent frequency of occurrence,Table 14,
popcat_596,Wyatt 1993,Wyatt 1993,scat,Bird,21.51,annual,percent frequency of occurrence,Table 14,
popcat_597,Wyatt 1993,Wyatt 1993,scat,Reptile,2.33,annual,percent frequency of occurrence,Table 14,
popcat_598,Wyatt 1993,Wyatt 1993,scat,Plant,14.29,winter,percent relative frequency of occurrence,Table 14,
popcat_599,Wyatt 1993,Wyatt 1993,scat,Invertebrate,7.14,winter,percent relative frequency of occurrence,Table 14,
popcat_600,Wyatt 1993,Wyatt 1993,scat,Mammal,64.29,winter,percent relative frequency of occurrence,Table 14,
popcat_601,Wyatt 1993,Wyatt 1993,scat,Bird,14.29,winter,percent relative frequency of occurrence,Table 14,
popcat_602,Wyatt 1993,Wyatt 1993,scat,Reptile,0.00,winter,percent relative frequency of occurrence,Table 14,
popcat_603,Wyatt 1993,Wyatt 1993,scat,Plant,19.42,spring,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Invertebrate,31.07,spring,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Mammal,33.98,spring,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Bird,12.62,spring,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Reptile,2.91,spring,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Plant,45.79,summer,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Invertebrate,22.43,summer,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Mammal,18.69,summer,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Bird,12.15,summer,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Reptile,0.93,summer,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Plant,47.62,autumn,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Invertebrate,14.29,autumn,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Mammal,34.92,autumn,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Bird,3.17,autumn,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Reptile,0.00,autumn,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Plant,31.77,annual,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Invertebrate,20.39,annual,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Mammal,35.56,annual,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Bird,11.08,annual,percent relative frequency of occurrence,Table 14,
,Wyatt 1993,Wyatt 1993,scat,Reptile,1.16,annual,percent relative frequency of occurrence,Table 14,
