MonthYear,Season,ID_Complete,Latrine_Type,Latrine_Site,Latrine_Name,Segment_ID,Fragment_ID,Fragment_Type,Fragment_Description,Fragment_Weight,Common_Name,Reported_Name,Scientific_Name,Taxonomic_Level,Kingdom,Phylum,Class,Order,Family,Genus,Species,Photo
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S4_Nov2020,ZL6_S4_F2.2_Nov2020,Invertebrate,Arthropod,0.0013,Western conifer seed bug,Leptoglossus Occidentalis,,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,Occidentalis,https://drive.google.com/file/d/1hDYZz93W4nmi8vsqj1SkUR3TAV2y1_FU/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S5_Nov2020,ZL6_S5_F2_Nov2020,Vertebrate,Bone,0.0568,Mammal,Mammalia,,Genus,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1nMi-sEABaxl-Z8fVBbtdS1G8upnn9kDO/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S8_Nov2020,ZL6_S8_F1_Nov2020,Plant,Seeds,0.2153,Juniper,Juniperus,,Genus,Plantae,,Pinopsida,Pinales,Cupressaceae,Juniperus,n/a,https://drive.google.com/file/d/1KiZj7AN41viAx6x1M7jCO0T-dYxYtwFH/view?usp=sharing
Jan2021,Winter,X,Natural,LH_Jan2021,LH,LH_S1_Jan2021,LH_S1_F1_Nov2020,Plant,Seeds,5.9715,Hackberry,Celtis,,Genus,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1cdCTCoafIeZ665EPQf-6lB9yi6rbdlkW/view?usp=sharing
Jan2021,Winter,X,Natural,NL5_Jan2021,NL5_Jan2021,NL5_S2_Jan2021,NL5_S2_F3_Jan2021,Plant,Seeds,1.6176,Hackberry,Celtis,,Genus,Plantae,n/a,Magnoliopsida,Rosales,Cannabaceae,Celtis,n/a,https://drive.google.com/file/d/126rrpdU5T7ZVU6X7xmqXBWivwosWKutL/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S2_Nov2020,SP_HQ_NL6_S2_F3_Nov2020,Vertebrate,Bone,0.0552,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,https://drive.google.com/file/d/1Ny9DrB8spYXy8fbVQkIB1ARuqzPurErf/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S3_Nov2020,SP_HQ_NL6_S3_F1_Nov2020,Plant,Seeds,0.3084,Apple,Malus,,Genus,Plantae,,Magnoliopsida,Rosales,Rosaceae,Malus,n/a,"https://drive.google.com/file/d/1oTpyWKqNeiRDZ8gBfI9NUS089bVEZEf2/view?usp=sharing, https://drive.google.com/file/d/1t4JibVim9tfv9aIfv0edAjCVsjvNbfvL/view?usp=sharing"
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S04_July2019,S12_S04_F2_July2019,Plant,Plant Material,0.1421,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1JP8rNDzysAHcjT_I7vvDX42Mi7_3u4Gk/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S02_July2019,S13_S02_F3_July2019,Plant,Plant Material,0.3979,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F6_July2019,Plant,Seeds,0.0088,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1SmnSaiyZjAIm_VIQfW7WhIAbnmhiCqtf/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F6.2_July2019,Plant,Seeds,0.0028,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1JeQ8hR0lvOMYBOTylXL_NevP5-5VnhPa/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S04_July2019,S13_S04_F3_July2019,Plant,Plant Material,0.0977,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1oKkYXWx8h6FYw2khI4ghRH1QOOCMjMJM/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S06_July2019,S13_S06_F4_July2019,Plant,Plant Material,0.0621,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1E2ymhvNpIP4GohzWnS3dE5nRsNz2CEvy/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S5,S5_S01_July2019,S5_S01_F1_July2019,Plant,Plant Material,0.2634,Unknown Plant,Plantae,,Kingdom,Plantae,,,,,,,https://drive.google.com/file/d/1Oeq1K9AS9zpahQjBboT3DWna2iyGXnwU/view?usp=sharing
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F6_July2019,Plant,Plant,0.042,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1J58QorlgWSc42KSBGg3RhRY17tSEfgFo/view?usp=sharing
Jan2021,Winter,X,Building,Dungeon3_Jan2021,Dungeon3,Dungeon3_S1_Jan2021,Dungeon3_S1_F1_Jan2021,Plant,Plant Material,0.1395,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ekmalIc0mYM13p_TYpj-4_RjJeBRTpTp/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S2_Nov2020,MY3_S2_F2_Nov2020,Plant,Plant Material,0.1712,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1FP7aj61WnzmEkoVbLqjlmoXf8Rt4MSFN/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S4_Nov2020,MY3_S4_F1_Nov2020,Plant,Plant Material,0.4522,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1Ho4ikpLyvCgV_XxKkiPSK0IHYXj3_aXe/view?usp=sharing
Nov2020,Winter,X,Building,MY4_Nov2020,MY4_Nov2021,MY4_S4_Nov2020,MY4_S4_F2_Nov2020,Plant,Plant Material,0.0973,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1IpysbMFQtY8MX283bJpVEsftWoKmXw8O/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S5_Jan2021,MY4_S5_F2_Jan2021,Plant,fruit skin,0.3256,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1QzfPPwRaX-GeIvzchp8NP2NOYEmfTpNx/view?usp=sharing
Nov2020,Winter,,Building,ZL1_Nov2020,ZL1_Nov2021,ZL1_S4_Nov2020,ZL1_S4_F1.2_Nov2020,Plant,Seeds,0.0281,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1zJ0heZkDjl2mMRtSzUzpmEO31976PPmQ/view?usp=sharing
Nov2020,Winter,,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S9_Nov2020,ZL2_S9_F3_Nov2020,Plant,Seeds,0.0409,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,"https://drive.google.com/file/d/1mksUJ7wukAJ93wUy4VvUIfv-CVzgo_RG/view?usp=sharing, https://drive.google.com/file/d/1TGprg-LMK1JqsC6i2nHHoGJdVyikV1jP/view?usp=sharing"
Nov2020,Winter,,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S1_Nov2020,ZL3_S1_F1_Nov2020,Plant,Seeds,0.0555,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1NjUCVuGbAS_nhdUveIavtD9on4RGEJHH/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S2_Nov2020,ZL3_S2_F4_Nov2020,Plant,Plant Material,0.0618,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1QTwXZzfx-oxEQ4kMgZPx3LZQ93MhV43m/view?usp=sharing
Nov2020,Winter,,Building,ZL4_Nov2020,ZL4_Nov2021,ZL4_S8_Nov2020,ZL4_S8_F2_Nov2020,Plant,Seeds,0.0049,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1MPYQeRMOXhsoK-yHNYKSnoDUTSV1ezQ9/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S4_Nov2020,ZL6_S4_F3_Nov2020,Plant,Plant Material,0.0153,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1j6iunbW6uU9FYS_uffUjZYm7dI2c12jY/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S5_Nov2020,ZL6_S5_F4_Nov2020,Plant,Plant Material,0.0153,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ZtBLSMNMM9z2Dq4p-3FG5K_AIe9xuhRb/view?usp=sharing
July2019,Summer,,Natural,Oak_Creek_Shed_July2019,S1,S1_S01_July2019,S1_S01_F2_July2019,Plant,Seeds,0.0628,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,"https://drive.google.com/file/d/1w81yo7tSGIYKbQHFgiimugsaxKceTiFC/view?usp=sharing , https://drive.google.com/file/d/1ChsMxpRxaXFxc9Iohkz5BCvZiLOORRKd/view?usp=sharing"
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S01_July2019,S14_S01_F3_July2019,Plant,Plant Material,0.0354,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1oUx7N5ERcAlQlLzUqgztKi4n2Uh9UEYp/view?usp=sharing
July2019,Summer,X,Natural,Kolob_Canyon_July2019,S2,S2_S01_July2019,S2_S01_F2_July2019,Plant,Plant Material,0.0151,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1UK8NQYV2CUFbV54IK5VfiU9qWJwDBmJT/view?usp=sharing
July2019,Summer,X,Natural,Kolob_Canyon_July2019,S3,S3_S01_July2019,S3_S01_F2_July2019,Plant,Plant Material,0.126,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ICVW-8wjfA0MriODS_DYqBMeWq3669ht/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S1_Nov2020,SP_HQ_NL6_S1_F3_Nov2020,Plant,Plant Material,0.0462,Unknown Plant,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1UJ5Vhq-8qIjj-uXym9bCQwg4HOyYLglM/view?usp=sharing
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S02_July2019,S11_S02_F1_July2019,Anthropogenic,Paper Napkin,0.4674,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S05_July2019,S11_S05_F1_July2019,Anthropogenic,Paper,0.3137,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S06_July2019,S11_S06_F1_July2019,Anthropogenic,Clear Plastic,0.0488,Plastic,Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S06_July2019,S11_S06_F3_July2019,Anthropogenic,Paper,0.1054,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S08_July2019,S11_S08_F1_July2019,Anthropogenic,Clorox Wipe,0.2453,Clorox Wipe,Clorox Wipe,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S10_July2019,S11_S10_F1_July2019,Contaminant,Insulation,0.0946,Insulation,Insulation,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S02_July2019,S12_S02_F1_July2019,Anthropogenic,Paper,0.3038,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S04_July2019,S12_S04_F1_July2019,Anthropogenic,Paper,0.3303,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S05_July2019,S12_S05_F1_July2019,Anthropogenic,Paper,0.073,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S05_July2019,S12_S05_F2_July2019,Anthropogenic,Clear Plastic,0.0677,Clear Plastic,Clear Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S06_July2019,S12_S06_F1_July2019,Anthropogenic,Paper,1.0521,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S07_July2019,S12_S07_F1_July2019,Anthropogenic,Paper Napkin,0.1452,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S07_July2019,S12_S07_F2_July2019,Anthropogenic,Wax Paper,0.2488,Wax Paper,Wax Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S07_July2019,S12_S07_F3_July2019,Anthropogenic,Foil,0.1222,Foil,Foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S07_July2019,S12_S07_F4_July2019,Anthropogenic,Gray Plastic Bag,0.0561,Gray Plastic Bag,Gray Plastic Bag,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S08_July2019,S12_S08_F1_July2019,Anthropogenic,Paper,0.2101,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S09_July2019,S12_S09_F3_July2019,Contaminant,Insulation,0.0972,Insulation,Insulation,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S10_July2019,S12_S10_F1_July2019,Anthropogenic,Paper Napkin,0.303,n/a,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S01_July2019,S13_S01_F1_July2019,Anthropogenic,Paper Napkin,0.303,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S01_July2019,S13_S01_F5_July2019,Anthropogenic,Paper,0.052,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S01_July2019,S13_S01_F6_July2019,Unknown,Unknown ID,0.2269,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S02_July2019,S13_S02_F1_July2019,Contaminant,Insulation,0.0756,Insulation,Insulation,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S02_July2019,S13_S02_F2_July2019,Anthropogenic,Paper,1.4443,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S02_July2019,S13_S02_F4_July2019,Unknown,Unknown ID,0.0584,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F3_July2019,Anthropogenic,Paper,0.0565,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F7_July2019,Unknown,Unknown ID,0.0797,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S04_July2019,S13_S04_F5_July2019,Unknown,Unknown ID,0.088,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S05_July2019,S13_S05_F4_July2019,Unknown,Unknown ID,0.0143,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S06_July2019,S13_S06_F2_July2019,Anthropogenic,Paper,0.0673,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S06_July2019,S13_S06_F6_July2019,Unknown,Unknown ID,0.064,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S07_July2019,S13_S07_F1_July2019,Anthropogenic,Plastic,0.0631,Plastic,Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S07_July2019,S13_S07_F3_July2019,Anthropogenic,Paper,0.2926,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S08_July2019,S13_S08_F4_July2019,Anthropogenic,Paper,0.0608,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S10_July2019,S13_S10_F1_July2019,Anthropogenic,Paper,0.6465,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S10_July2019,S13_S10_F4_July2019,Anthropogenic,Wax Paper,0.0829,n/a,Wax Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S4,S4_S02_July2019,S4_S02_F1_July2019,Anthropogenic,Paper,0.7319,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S4,S4_S02_July2019,S4_S02_F2_July2019,Anthropogenic,Foil,0.1414,Foil,Foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S4,S4_S02_July2019,S4_S02_F3_July2019,Anthropogenic,Black Plastic Bag,0.3365,Plastic,Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S4,S4_S02_July2019,S4_S02_F4_July2019,Anthropogenic,Clear Plastic,0.0733,Plastic,Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S5,S5_S04_July2019,S5_S04_F1_July2019,Anthropogenic,Paper,0.8049,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S6,S6_S01_July2019,S6_S01_F1_July2019,Unknown,Unknown ID,0.1418,Unknown ID,Unknown ID,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S01_July2019,S6_S01_F2_July2019,Anthropogenic,Black Plastic Bag,0.0864,Black Plastic Bag,Black Plastic Bag,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S02_July2019,S6_S02_F2_July2019,Anthropogenic,Plastic,0.1516,Plastic,Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S04_July2019,S6_S04_F1_July2019,Anthropogenic,White Plastic Bag,0.0944,White Plastic Bag,White Plastic Bag,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S06_July2019,S6_S06_F1_July2019,Anthropogenic,Paper with Text,0.0961,Paper with Text,Paper with Text,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S06_July2019,S6_S06_F3_July2019,Anthropogenic,Foil,0.0752,Foil,Foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S06_July2019,S6_S06_F4_July2019,Anthropogenic,Red Fibers,0.0408,Red Fibers,Red Fibers,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S02_July2019,S7_S02_F1_July2019,Anthropogenic,Paper Napkin,0.2927,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S04_July2019,S7_S04_F1_July2019,Anthropogenic,Paper,0.2013,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S05_July2019,S7_S05_F1_July2019,Anthropogenic,Paper Napkin,0.1898,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S06_July2019,S7_S06_F1_July2019,Anthropogenic,Paper Napkin,0.3345,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F1_July2019,Anthropogenic,Foil,0.0441,Foil,Foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F2_July2019,Anthropogenic,Clear Plastic,0.1155,Clear Plastic,Clear Plastic,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F4_July2019,Anthropogenic,Wax Paper,0.1548,Wax Paper,Wax Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F5_July2019,Anthropogenic,Paper Napkin,0.1161,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S08_July2019,S7_S08_F3_July2019,Anthropogenic,Paper Napkin,0.0595,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S10_July2019,S7_S10_F1_July2019,Anthropogenic,Paper Napkin,0.1532,Paper Napkin,Paper Napkin,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S6_Nov2020,MY2_S6_F2_Nov2020,Anthropogenic,paper,0.1418,Paper,Paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1KERF9jTrunxKW-xbR37-bCFPJaaYaIz8/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S3_Nov2020,MY3_S3_F1_Nov2020,Anthropogenic,aluminum foil,0.0012,n/a,Aluminum foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1vgs853KdCMdnPQeAHJuUxc5qTbqRVDCo/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S3_Nov2020,MY3_S3_F3_Nov2020,Anthropogenic,insulation,0.0186,n/a,insulation,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1KXwhuUCp257tx77QR083piDYwHdYqOoo/view?usp=sharing
Nov2020,Winter,,Building,MY4_Nov2020,MY4_Nov2021,MY4_S1_Nov2020,MY4_S1_F3_Nov2020,Plant,Seeds,0.0108,Plant Material,Plantae,,Kingdom,Plantae,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ZEtiYL3ZT596Aq1_g83giZCrKlu2lBNH/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S2_Jan2021,MY4_S2_F1_Jan2021,Anthropogenic,Aluminum foil,0.0297,n/a,Aluminum foil,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/18mKyi1NOiurIs_Opv3mV4CVwOmM8JlL9/view?usp=sharing
Nov2020,Winter,X,Building,MY4_Nov2020,MY4_Nov2021,MY4_S3_Nov2020,MY4_S3_F2_Nov2020,Anthropogenic,paper,0.1333,Paper,paper,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1mCdS44ZFIYx871RzfBLeTX69gzP0M1Ib/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S4_Jan2021,MY4_S4_F1_Jan2021,Anthropogenic,"string, plastic bag, plastic, alimunum, other",0.1373,n/a,"string, plastic bag, plastic, alimunum, other",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1UQh1UkI1IkmNz49euyw_ieeV9U1OAdWl/view?usp=sharing
