interaction_id,No,sample_id,sample_type,verbatim_text,ReportedName,reported_percentage,ScientificName,taxon_authority,taxon_rank,life-stage,notes
di_001,M39506,M39506s,stomach,"Aves: red-feathered Fringillidae, Richmondena cardinalis, or Pyrrhuloxia ",Aves,20,,,,,
di_002,M39506,M39506s,stomach,Mammalia: Sciurus niger,Sciurus niger,80,,,,,
di_003,M39506,M39506s,stomach,Bassariscus digital parts,,present,,,,,
di_004,M39507,M39507s,stomach,Bassariscus hair,Bassariscus,part of 0.5 cc,,,,,
di_005,M39507,M39507s,stomach,sand,sand,part of 0.5 cc,,,,,
di_006,M39508,M39508s,stomach,"Aves feathers: Fringillidae, Richmondena cardinalis, or Pyrrhuloxia ",Aves,50,,,,,
di_007,M39508,M39508s,stomach,Lacertilia: Sceloporus sp.,Sceloporus sp.,50,,,,,
di_008,M39509,M39509s,stomach,"Aves feathers: Fringillidae, Richmondena, or Pyrrhuloxia",Aves,100,,,,,"Fringillidae, Richmondena, or Pyrrhuloxia "
di_009,M39509,M39509s,stomach,sand,sand,part of 0.5 cc,,,,,
di_010,M39509,M39509s,stomach,wood,wood,part of 0.5 cc,,,,,
di_011,M39510,M39510s,stomach,Centurus aurifrons,Centurus aurifrons,100,,,,,
di_012,M39510,M39510s,stomach,"6 seeds of Celtis sp., possib. secondary",Celtis,trace,,,,seeds,
di_013,M39511,M39511s,stomach,Aves: Richmondena cardinalis,Richmondena cardinalis,,,,,,
di_014,M39511,M39511s,stomach,Celtis sp. fruit,Celtis sp.,,,,,fruit,
di_015,M39512,M39512s,stomach,Rhaphidophorinae,Rhaphidophorinae,50,,,,,
di_016,M39512,M39512s,stomach,Mantidae,Mantidae,15,,,,,
di_017,M39512,M39512s,stomach,Arilus sp. (Reduviidae),Arilus sp.,20,,,,,
di_018,M39512,M39512s,stomach,Phalangida,Phalangida,15,,,,,
di_019,M39512,M39512s,stomach,Plant mat. undet.,Plant,trace,,,,,
di_020,M39568,M39568s,stomach,Aves: Columbidae,Columbidae,100,,,,,
di_021,M39569,M39569s,stomach,Aves: Toxostoma sp.,Toxostoma sp.,100,,,,,
di_022,M39570,M39570s,stomach,Aves: Colaptes auritus,Colaptes auritus,100,,,,,
di_023,M39570,M39570s,stomach,Insecta: Pentamidae,Pentatomidae,trace,,,,,
di_024,M39570,M39570s,stomach,Araneida,Araneida,trace,,,,,
di_025,M39571,M39571s,stomach,Araneida,Araneida,100,,,,,
di_026,M39571,M39571s,stomach,trap debris (wood and sand),debris,trace,,,,,
di_028,M39572,M39572s,stomach,Aves: Zonotrichia albicollis (det. R.E.S.),Zonotrichia albicollis,100,,,,,
di_029,M39572,M39572s,stomach,woody debris,debris,trace,,,,,
di_030,M39573,M39573s,stomach,Aves: prob. Toxostoma sp.,Aves,100,,,,,
di_031,M39573,M39573s,stomach,sand ,sand ,part of 1.0 cc,,,,,
di_032,M39573,M39573s,stomach,Bassariscus digital parts,Bassariscus,part of 1.0 cc,,,,,
di_033,M39574,M39574s,stomach,"Decticinae, near Pediodectes sp.",Decticinae,78,,,,,
di_034,M39574,M39574s,stomach,Conocephalinae,Conocephalinae,2,,,,,
di_035,M39574,M39574s,stomach,Oedipodinae,Oedipodinae,2,,,,,
di_036,M39574,M39574s,stomach,Cyrtacanthacrinae,Cyrtacanthacrinae,1,,,,,
di_037,M39574,M39574s,stomach,Ortoptera eggs,Ortoptera,trace,,,,eggs,
di_038,M39574,M39574s,stomach,1 Scorpionida,Scorpionida,1,,,,,
di_039,M39574,M39574s,stomach,Lepidoptera cocoon,Lepidoptera,1,,,,,
di_040,M39574,M39574s,stomach,2 Insect larvae,Insect,trace,,,,larvae,
di_041,M39574,M39574s,stomach,1 Coleoptera: Eleodes sp. (Tenebrionidae),Eliodes sp.,trace,,,,,
di_042,M39574,M39574s,stomach,1 Arachnida,Arachnida,trace,,,,,
di_043,M39574,M39574s,stomach,1 Chilopoda,Chilopoda,trace,,,,,
di_044,M39574,M39574s,stomach,Arthropod eggs,Arthropod,trace,,,,eggs,
di_045,M39574,M39574s,stomach,"1 Bufo sp., prob woodhousei ",Bufo sp.,9,,,,,
di_046,M39574,M39574s,stomach,1 Eumeces sp.,Eumeces sp. ,2,,,,,
di_047,M39574,M39574s,stomach,1 Sceloporus sp.,Sceloporus sp. ,4,,,,,
di_048,M39574,M39574s,stomach,1 seed: Prunus sp.,Prunus sp.,trace,,,,seed,
di_049,M39574,M39574c,colon,"Decticinae, near Pediodectes sp.",Decticinae,89,,,,,
di_050,M39574,M39574c,colon,"Eumeces sp., scales and bone frags.",Eumeces sp. ,3,,,,,
di_051,M39574,M39574c,colon,Orthoptera eggs,Orthoptera,2,,,,eggs,
di_052,M39574,M39574c,colon,Oedipodinae,Oedipodinae,2,,,,,
di_053,M39574,M39574c,colon,Arachnida,Arachnida,trace,,,,,
di_054,M39574,M39574c,colon,Coleoptera frags,Coleoptera,trace,,,,,
di_055,M39574,M39574c,colon,Hymenoptera,Hymenoptera,trace,,,,,
di_056,M39574,M39574c,colon,4 Leguminosea seeds,Leguminosea,3,,,,seeds,
di_057,M39574,M39574c,colon,Cornus sp. frags,Cornus sp. ,1,,,,,
di_058,M39574,M39574c,colon,Gramineae leaves,Gramineae,trace,,,,leaves,
di_059,M39574,M39574c,colon,Bufo sp.,Bufo sp.,trace,,,,,
di_060,M39575,M39575i,intestine,woody trap debris,debris,trace,,,,,
di_061,M39575,M39575c,colon,Ceuthophilus sp.,Ceuthophilus sp.,94,,,,,
di_062,M39575,M39575c,colon,Tettigoniidae: Decticinae,Decticinae,4,,,,,
di_063,M39575,M39575c,colon,Gryllidae,Gryllidae,1,,,,,
di_064,M39575,M39575c,colon,Lacertilia: Eumeces sp. (scales),Eumeces sp. ,1,,,,,
di_065,M39575,M39575c,colon,woody debris,debris,4 cc,,,,,
di_066,M39576,M39756s,stomach,Acrididae,Acrididae,1,,,,,
di_067,M39576,M39756s,stomach,Rhaphidophorinae,Rhaphidophorinae,43,,,,,
di_068,M39576,M39756s,stomach,Tettigoniidae,Tettigoniidae,43,,,,,
di_069,M39576,M39756s,stomach,Tenebrionidae,Tenebrionidae,1,,,,,
di_070,M39576,M39756s,stomach,Lepidoptera cocoon,Lepidoptera,8,,,,,
di_071,M39576,M39756s,stomach,Araneida,Araneida,1,,,,,
di_072,M39576,M39756s,stomach,Scorpionida,Scorpionida,3,,,,,
di_073,M39576,M39756si,small intestine,Oedipodinae,Oedipodinae,1,,,,,
di_074,M39576,M39756si,small intestine,Rhaphidophorinae,Rhaphidophorinae,40,,,,,
di_075,M39576,M39756si,small intestine,Tettigoniidae,Tettigoniidae,22,,,,,
di_076,M39576,M39756si,small intestine,Tenebrionidae,Tenebrionidae,1,,,,,
di_077,M39576,M39756si,small intestine,Lepidoptera cocoon,Lepidoptera,30,,,,cocoon,
di_078,M39576,M39756si,small intestine,Araneida,Araneida,1,,,,,
di_079,M39576,M39756si,small intestine,Scorpionida,Scorpionida,5,,,,,
di_080,M39576,M39576c,colon,Oedipodinae,Oedipodinae,27,,,,,
di_081,M39576,M39576c,colon,Rhaphidophorinae,Rhaphidophorinae,27,,,,,
di_082,M39576,M39576c,colon,Decticinae,Decticinae,27,,,,,
di_083,M39576,M39576c,colon,Lepidoptera cocoon,Lepidoptera,15,,,,cocoon,
di_084,M39576,M39576c,colon,Araneida,Araneida,trace,,,,,
di_085,M39576,M39576c,colon,Gramineae leaves,Gramineae,4,,,,,leaves
di_086,M39577,M39577s,stomach,Tettigoniidae,Tettigoniidae,45,,,,,
di_087,M39577,M39577s,stomach,Acrididae,Acrididae,5,,,,,
di_088,M39577,M39577s,stomach,Tenebrionidae,Tenebrionidae,trace,,,,,
di_089,M39577,M39577s,stomach,Araneida,Araneida,trace,,,,,
di_090,M39577,M39577s,stomach,Scorpionida,Scorpionida,50,,,,,
di_091,M39577,M39577s,stomach,Bassariscus hair,Bassariscus,1 cc,,,,,
di_092,M39577,M39577si,small intestine,Tettigoniidae,Tettigoniidae,50,,,,,
di_093,M39577,M39577si,small intestine,Scorpionida,Scorpionida,50,,,,,
di_094,M39577,M39577c,colon,Decticinae,Decticinae,9,,,,,
di_095,M39577,M39577c,colon,Acrididae,Acrididae,2,,,,,
di_096,M39577,M39577c,colon,Coleoptera,Coleoptera,9,,,,,
di_097,M39577,M39577c,colon,Araneida,Araneida,1,,,,,
di_098,M39577,M39577c,colon,Scorpionida,Scorpionida,9,,,,,
di_099,M39577,M39577c,colon,Diospyros texana: fruit,Diospyros texana,70,,,,fruit,
di_100,M39577,M39577c,colon,Bassariscus hair,Bassariscus,trace,,,,,
di_1000,M40235,M40235si,small intestine,Coleoptera: Tenebrionidae,Tenebrionidae,3,,,,,
di_1001,M40235,M40235si,small intestine,Araneida,Araneida,trace,,,,,
di_1002,M40235,M40235si,small intestine,Eumeces sp. ,Eumeces sp. ,2,,,,,
di_1003,M40235,M40235si,small intestine,trap debris,debris,0.3 cc,,,,,
di_1004,M40235,M40235c,colon,"Diospyros texana, seeds & fruit skins ",Diospyros texana,43,,,,seed; fruit,
di_1005,M40235,M40235c,colon,"Orthoptera, Tettigoniidae: Cyrtacanthacrinae",Cyrtacanthacrinae,45,,,,,
di_1006,M40235,M40235c,colon,"Orthoptera, Tettigoniidae: Decticinae",Decticinae,6,,,,,
di_1007,M40235,M40235c,colon,Orthoptera eggs; possibly Acrididae,Orthoptera,trace,,,,eggs,
di_1008,M40235,M40235c,colon,Coleoptera: Tenebrionidae,Tenebrionidae,6,,,,,
di_1009,M40235,M40235c,colon,woody debris (not food),debris,0.1 cc,,,,,
di_101,M39913,M39913s,stomach,Chilopoda,Chilopoda,75,,,,,
di_1010,M40235,M40236s,stomach,Tettigoniidae (Orthoptera),,trace,,,,,
di_1011,M40236,M40236s,stomach,Insect fragments,Insect,trace,,,,,
di_1012,M40236,M40236s,stomach,Sceloporus sp. ,Sceloporus sp.,trace,,,,,
di_1013,M40236,M40236s,stomach,hair from self ,self,1.5 cc,,,,,
di_1014,M40236,M40236s,stomach,trap debris,debris,trace,,,,,
di_1015,M40236,M40236si,small intestine,Orthoptera,Orthoptera,trace,,,,,
di_1016,M40236,M40236si,small intestine,Araneida,Araneida,trace,,,,,
di_1017,M40236,M40236si,small intestine,hair from self,,1.0 cc,,,,,
di_1018,M40236,M40236c,colon,Orthoptera: Blattidae,Blattidae,2,,,,,
di_1019,M40236,M40236c,colon,Orthoptera: Gryllidae,Gryllidae,15,,,,,
di_102,M39913,M39913s,stomach,Araneida,Araneida,15,,,,,
di_1020,M40236,M40236c,colon,Orthoptera: Acrididae: Cyrtacanthacrinae,Cyrtacanthacrinae,12,,,,,
di_1021,M40236,M40236c,colon,"Hemiptera, Coreidae: Chelonidea sp.",Chelonidae,2,,,,,
di_1022,M40236,M40236c,colon,Coleoptera: Carabidae,Carabidae,2,,,,,
di_1023,M40236,M40236c,colon,Coleoptera: Scarabaeidae,Scarabaeidae,3,,,,,
di_1024,M40236,M40236c,colon,"Coleoptera, Scarabaeidae: larva",Scarabaeidae,2,,,,,
di_1025,M40236,M40236c,colon,3 Coleoptera: Prob. Chrysomelidae,Chrusomelidae,2,,,,,
di_1026,M40236,M40236c,colon,"Hymenoptera, Formicidae: Pachycondylaharpas sp.",Pachycondylaharpas sp.,2,,,,,
di_1027,M40236,M40236c,colon,Hymenoptera ,Hymenoptera ,trace,,,,,
di_1028,M40236,M40236c,colon,Scorpionida: Centruridae,Centrurudae,19,,,,,
di_1029,M40236,M40236c,colon,Araneida,Araneida,15,,,,,
di_103,M39913,M39913s,stomach,"Insecta(Tettigoniidae, & Coleoptera)",Tettigoniidae,part of 5,,,,,
di_1030,M40236,M40236c,colon,Sceloporus sp. - scales & body segment,Sceloporus,5,,,,,
di_1031,M40236,M40236c,colon,Animal material: prob Sceloporus eggs,Animal,17,,,,,
di_1032,M40236,M40236c,colon,Pico-passeres feathers,Pico-Passeres,trace,,,,,
di_1033,M40236,M40236c,colon,hair of self,self,7.5 cc,,,,,
di_1034,M40236,M40236c,colon,woody debris,debris,1.0 cc,,,,,
di_1035,M40236,M40237s,stomach,Orthoptera: Gryllidae,Gryllidae,1,,,,,
di_1036,M40237,M40237s,stomach,"Insect abdomen, prob. Hemiptera",Insect,trace,,,,,
di_1037,M40237,M40237s,stomach,"Coleoptera, Scarabeidae: Phyllophaga sp.",Phyllophaga sp.,trace,,,,,
di_1038,M40237,M40237s,stomach,1 Hymenopter: Formicidae,Formicidae,trace,,,,,
di_1039,M40237,M40237s,stomach,3 Diptera - Heads,Diptera,trace,,,,,
di_104,M39913,M39913s,stomach,"Insecta(Tettigoniidae, & Coleoptera)",Coleoptera,part of 5,,,,,
di_1040,M40237,M40237s,stomach,Scorpionida,Scorpionida,1,,,,,
di_1041,M40237,M40237s,stomach,Araneida,Araneida,trace,,,,,
di_1042,M40237,M40237s,stomach,feathers (Non-gallinaceos bird),bird,trace,,,,,
di_1043,M40237,M40237s,stomach,2? Leporidae: Sylvilagus sp.,Sylvilagus sp.,98,,,,,
di_1044,M40237,M40237si,small intestine,"Sorthoptera, Tettigoniidae: Dectinae",Dectinae,1,,,,,
di_1045,M40237,M40237si,small intestine,Orthoptera: Gryllidae,Gryllidae,4,,,,,
di_1046,M40237,M40237si,small intestine,Orthoptera: Acrididae,Acrididae,1,,,,,
di_1047,M40237,M40237si,small intestine,"1 Coleoptera, prob. Tenebrionidae",Coleoptera,1,,,,,
di_1048,M40237,M40237si,small intestine,2 Diptera,Diptera,1,,,,,
di_1049,M40237,M40237si,small intestine,2 Hymenoptera: Formicidae,Formicidae,trace,,,,,
di_105,M39913,M39913s,stomach,Juniperus sp. fuit & twig,Juniperus sp. ,5,,,,fruit,
di_1050,M40237,M40237si,small intestine,Scorpionida,Scorpionida,2,,,,,
di_1051,M40237,M40237si,small intestine,1 Araneida,Araneida,trace,,,,,
di_1052,M40237,M40237si,small intestine,Chilopoda,Chilopoda,4,,,,,
di_1053,M40237,M40237si,small intestine,1 Colubridae: (Diadophis?) - Tail and scales,Colubridae,3,,,,,
di_1054,M40237,M40237si,small intestine,Leporidae: Sylvilagus sp.,Sylvilagus sp.,83,,,,,
di_1055,M40237,M40237si,small intestine,trap debris,debris,trace,,,,,
di_1056,M40237,M40237c,colon,Orthoptera: Gryllidae,Gryllidae,16,,,,,
di_1057,M40237,M40237c,colon,Coleoptera: Scarabeidae (legs),Scarabeidae,4,,,,,
di_1058,M40237,M40237c,colon,Diptera,Diptera,4,,,,,
di_1059,M40237,M40237c,colon,Hymenoptera: Formicidae,Formicidae,trace,,,,,
di_106,M39913,M39913si,small intestine,woody material,material,trace,,,,,
di_1060,M40237,M40237c,colon,Scopionidae,Scopionidae,16,,,,,
di_1061,M40237,M40237c,colon,Chilopoda,Chilopoda,trace,,,,,
di_1062,M40237,M40237c,colon,Colubridae: (Diadophis sp.?),Colubridae,22,,,,,
di_1063,M40237,M40237c,colon,1 Feather - Pico-Passeriform,Pico-Passeriform,trace,,,,,
di_1064,M40237,M40237c,colon,Leporidae: Sylvilagus sp.,Sylvilagus sp.,38,,,,,
di_1065,M40237,M40237c,colon,"1 Tick, probably from self or prey",tick,,,,,,
di_1066,M40237,M40238s,stomach,hair & flesh of Odocoileus sp. (carrion),Odocoileus sp.,,,,,,
di_1067,M40238,M40238s,stomach,debris (non-food item),debris,,,,,,
di_1068,M40238,M40238si,small intestine,Orthoptera,Orthoptera,,,,,,
di_1069,M40238,M40238si,small intestine,Scorpionida,Scorpionida,,,,,,
di_107,M39913,M39913c,colon,Chilopoda,Chilopoda,trace,,,,,
di_1070,M40238,M40238si,small intestine,Undet. Reptile scales,reptile,,,,,,
di_1071,M40238,M40238si,small intestine,hair of self ,self,,,,,,
di_1072,M40238,M40238si,small intestine,debris,debris,,,,,,
di_1073,M40238,M40238c,colon,Trioda sp.,Trioda sp.,,,,,,
di_1074,M40238,M40238c,colon,Morus sp. ,Morus sp. ,,,,,,
di_1075,M40238,M40238c,colon,Orthoptera: Blattidae,Blattidae,,,,,,
di_1076,M40238,M40238c,colon,Orthoptera: Tettigoniidae: Rhaphidophorinae,Rhaphidophorinae,,,,,,
di_1077,M40238,M40238c,colon,Orthoptera: Gryllidae,Gryllidae,5,,,,,
di_1078,M40238,M40238c,colon,Orthoptera; Acrididae,Acrididae,trace,,,,,
di_1079,M40238,M40238c,colon,1 Coleoptera: Tenebrionidae,Tenebrionidae,5,,,,,
di_108,M39913,M39913c,colon,Coleoptera,Coleoptera,trace,,,,,
di_1080,M40238,M40238c,colon,"1 Coleoptera, Scarabaeida: Phileurus sp. ",Phileurus sp.,19,,,,,
di_1081,M40238,M40238c,colon,1 Coleoptera: Scarabaeidae,Scarabaeidae,5,,,,,
di_1082,M40238,M40238c,colon,1 Coleoptera,Coleoptera,trace,,,,,
di_1083,M40238,M40238c,colon,Hymenoptera: Formicidae,Formicidae,5,,,,,
di_1084,M40238,M40238c,colon,Lepidoptera: Larva & Adult,Lepidoptera,trace,,,,,
di_1085,M40238,M40238c,colon,Scorpionida,Scorpionida,46,,,,,
di_1086,M40238,M40238c,colon,Colubridae: Scales and body section,Colubridae,trace,,,,,
di_1087,M40238,M40238c,colon,hair of self,self,1,,,,,
di_1088,M40238,M40238c,colon,debris (leaf & Juniperus twig tips),debris,trace,,,,,
di_1089,M40238,M40239s,stomach,"Cricetinae, probably Peromyscus",Cricetinae,100,,,,,
di_109,M39913,M39913c,colon,Juniperus sp. seeds,Juniperus sp. ,50,,,,seed,
di_1090,M40239,M40239s,stomach,plant debris,debris,0.2 cc,,,,,
di_1091,M40239,M40239si,small intestine,Araneida,Araneida,trace,,,,,
di_1092,M40239,M40239si,small intestine,"hair of Cricetinae, prob Peromyscus",,100,,,,,
di_1093,M40239,M40239si,small intestine,hair of self,self,0.6 cc,,,,,
di_1094,M40239,M40239si,small intestine,woody debris,debris,0.1 cc,,,,,
di_1095,M40239,M40239c,colon,"Hymenoptera, Vespidae: Polistes sp.",Polistes sp.,25,,,,,
di_1096,M40239,M40239c,colon,Teiidae: Cnemidophorus sexlineatus,Cnemidophorus sexlineatus,5,,,,,
di_1097,M40239,M40239c,colon,Cricetina: Peromyscus sp.,Peromyscus sp.,70,,,,,
di_1098,M40239,M40240s,stomach,Acrididae,Acrididae,35,,,,,
di_1099,M40240,M40240s,stomach,Blattidae,Blattidae,40,,,,,
di_110,M39913,M39913c,colon,Ortoptera (including the forms listed below),Orthoptera,part of 50,,,,,
di_1100,M40240,M40240s,stomach,Lepidoptera: larvae,Lepidoptera,20,,,,,
di_1101,M40240,M40240s,stomach,Araneida,Araneida,5,,,,,
di_1102,M40240,M40240si,small intestine,Blattidae (fragments of above),Blattidae,33,,,,,
di_1103,M40240,M40240si,small intestine,Acrididae (fragments of above),Acrididae,33,,,,,
di_1104,M40240,M40240si,small intestine,Lepidoptera larva (fragments of above,Lepidoptera,34,,,,,
di_1105,M40240,M40240si,small intestine,Bassariscus hair,Bassariscus,trace,,,,,
di_1106,M40240,M40241s,stomach,Sylvilagus sp.,Sylvilagus sp.,100,,,,,
di_1107,M40241,M40241si,small intestine,Sylvilagus sp.,Sylvilagus sp.,100,,,,,
di_1108,M40241,M40241si,small intestine,B. astutus hair,B. astutus,,,,,,
di_1109,M40241,M40241c,colon,Araneida,Araneida,trace,,,,,
di_111,M39913,M39913c,colon,Neoconocephalus sp.,Neoconocephalus sp.,part of 50,,,,,
di_1110,M40241,M40241c,colon,Sylvilagus sp. (juv.),Sylvilagus sp.,100,,,,juvenile,
di_1111,M40241,M40242s,stomach,Sylvilagus floridanus (juv.),Sylvilagus floridanus,100,,,,juvenile,
di_1112,M40242,M40242si,small intestine,Sylvilagus floridanus (juv.),Sylvilagus floridanus,100,,,,juvenile,
di_1113,M40242,M40242c,colon,"Coleoptera, Tenebrionidae: Eleodes tricostata ",Eleodes tricostata,trace,,,,,
di_1114,M40242,M40242c,colon,Sylvilagus floridanus (juv.),Sylvilagus floridanus,100,,,,juvenile,
di_1115,M40242,M40658s,stomach,debris,debris,0.4 cc,,,,,
di_1116,M40658,M40658s,stomach,hair of self,self,trace,,,,,
di_1117,M40658,M40658si,small intestine,debris,debris,0.6 cc,,,,,
di_1118,M40658,M40658si,small intestine,hair of self,self,trace,,,,,
di_1119,M40658,M40658c,colon,Araneida,Araneida,trace,,,,,
di_112,M39913,M39913c,colon,Rhaphidophorinae,Rhaphidophorinae,part of 50,,,,,
di_1120,M40658,M40658c,colon,Acrididae,Acrididae,7,,,,,
di_1121,M40658,M40658c,colon,"Phalaenidae, larvae",Phalaenida,66,,,,,
di_1122,M40658,M40658c,colon,Sceloporus sp.,Sceloporus sp.,27,,,,,
di_1123,M40658,M40658c,colon,debris,debris,part of 15.3 cc,,,,,
di_1124,M40658,M40658c,colon,hair & claws of self,self,part of 15.3 cc,,,,,
di_1125,M40658,M40816s,stomach,debris,debris,part of 0.2 cc,,,,,
di_1126,M40816,M40816s,stomach,hair of self,self,part of 0.2 cc,,,,,
di_1127,M40816,M40816si,small intestine,debris,debris,part of 1.0 cc,,,,,
di_1128,M40816,M40816si,small intestine,hair of self,self,part of 1.0 cc,,,,,
di_1129,M40816,M40816si,colon,debris,debris,0.3 cc,,,,,
di_113,M39913,M39913c,colon,Gryllidae,Gryllidae,part of 50,,,,,
di_1130,M40816,M40816si,colon,hair of self,self,2.5 cc,,,,,
di_1131,M40816,M40816si,colon,Ceuthophilus sp.,Ceuthophilus sp.,100,,,,,
di_1132,M40816,M40817s,stomach,"claw, hair, and toe of self",self,part of 4.5 cc,,,,,
di_1133,M40817,M40817s,stomach,debris,debris,part of 4.5 cc,,,,,
di_1134,M40817,M40817si,small intestine,Leporidae,Leporidae,100,,,,,
di_1135,M40817,M40817si,small intestine,debris,debris,part of 1.5 cc,,,,,
di_1136,M40817,M40817si,small intestine,hair of self,self,part of 1.5 cc,,,,,
di_1137,M40817,M40817c,colon,Phoradendron sp.,Phoradendron sp.,1,,,,,
di_1138,M40817,M40817c,colon,Leporidae,Leporidae,99,,,,,
di_1139,M40817,M40817c,colon,debris,debris,part of 1.0 cc,,,,,
di_114,M39913,M39913c,colon,woody debris,debris,3 cc,,,,,
di_1140,M40817,M40817c,colon,hair of self,self,part of 1.0 cc,,,,,
di_1141,M40817,M40818s,stomach,Neotoma sp.,Neotoma sp.,95,,,,,
di_1142,M40818,M40818s,stomach,Leporidae,Leporidae,5,,,,,
di_1143,M40818,M40818s,stomach,debris,debris,0.2 cc,,,,,
di_1144,M40818,M40818si,small intestine,Neotoma sp.,Neotoma sp.,100,,,,,
di_1145,M40818,M40818c,colon,Neotoma sp.,Neotoma sp.,99,,,,,
di_1146,M40818,M40818c,colon,Lepidoptera larva,Lepidoptera,1,,,,larva,
di_1147,M40818,M40819si,small intestine,"Passeriformes, prob. Fringillidae",Passeriformes,100,,,,,
di_1148,M40819,M40819c,colon,Fragment of leg of undetermined insect,insect,trace,,,,,
di_1149,M40819,M40819c,colon,"Passeriformes, prob. Fringillidae",Passeriformes,100,,,,,
di_115,M39914,M39914s,stomach,Neoconocephalus sp. ,Neoconocephalus sp. ,60,,,,,
di_1150,M40819,M40820s,stomach,debris,debris,part of 0.2 cc,,,,,
di_1151,M40820,M40820s,stomach,hair of self,self,part of 0.2 cc,,,,,
di_1152,M40820,M40821s,stomach,debris,debris,part of 6.0 cc,,,,,
di_1153,M40821,M40821s,stomach,"hair, claws, bones of self",self,part of 6.0 cc,,,,,
di_1154,M40821,M40821s,stomach,Formicidae,Formicidae,50,,,,,
di_1155,M40821,M40821s,stomach,Undet. insect material,insect,50,,,,,
di_1156,M40821,M40821si,small intestine,debris,debris,trace,,,,,
di_1157,M40821,M40821si,small intestine,hair of self,self,trace,,,,,
di_1158,M40821,M40821c,colon,debris,debris,trace,,,,,
di_1159,M40821,M40821c,colon,hair of self,self,trace,,,,,
di_116,M39914,M39914s,stomach,Gryllus assimilis ,Gryllus assimilis ,6,,,,,
di_1160,M40821,M40822s,stomach,Coleoptera ,Coleoptera ,trace,,,,,
di_1161,M40822,M40822s,stomach,Odocoileus virginianus hair,Odocoileus virginianus,trace,,,,,
di_1162,M40822,M40822s,stomach,debris,debris,part of 0.3 cc,,,,,
di_1163,M40822,M40822s,stomach,hair of self,self,part of 0.3 cc,,,,,
di_1164,M40822,M40822c,colon,debris,debris,trace,,,,,
di_1165,M40822,M40823si,small intestine,debris,debris,part of 2.5 cc,,,,,
di_1166,M40823,M40823si,small intestine,hair of self,self,part of 2.5 cc,,,,,
di_1167,M40823,M40823c,colon,Undetermined fruit skin,fruit,trace,,,,,
di_1168,M40823,M40823c,colon,Tettigoniidae,Tettigoniidae,5,,,,,
di_1169,M40823,M40823c,colon,Gryllus assimilis ,Gryllus assimilis ,trace,,,,,
di_117,M39914,M39914s,stomach,Phalaenidae larvae,Phalaenidae,2,,,,larvae,
di_1170,M40823,M40823c,colon,Lepidoptera,Lepidoptera,trace,,,,,
di_1171,M40823,M40823c,colon,Lepidoptera larvae,Lepidoptera,95,,,,larvae,
di_1172,M40823,M40823c,colon,debris,debris,part of 1.5 cc,,,,,
di_1173,M40823,M40823c,colon,hair of self,self,part of 1.5 cc,,,,,
di_1174,M40823,M40824s,stomach,Lepidoptera larvae,,100,,,,,
di_1175,M40824,M40824s,stomach,Araneida,,trace,,,,,
di_1176,M40824,M40824s,stomach,debris,,0.2 cc,,,,,
di_1177,M40824,M40824si,small intestine,Lepidoptera larvae,,100,,,,,
di_1178,M40824,M40824si,small intestine,Lepidoptera,,trace,,,,,
di_1179,M40824,M40824si,small intestine,Araneida,,trace,,,,,
di_118,M39914,M39914s,stomach,Araneida,Araneida,2,,,,,
di_1180,M40824,M40824si,small intestine,debris,,0.3 cc,,,,,
di_1181,M40824,M40824c,colon,Acrididae,,trace,,,,,
di_1182,M40824,M40824c,colon,Lepidoptera larvae,,100,,,,,
di_1183,M40824,M40824c,colon,debris,,0.5 cc,,,,,
di_119,M39914,M39914s,stomach,Chilopoda,Chilopoda,30,,,,,
di_120,M39914,M39914s,stomach,woody material,material,trace,,,,fruit,
di_121,M39914,M39914s,stomach,sand,sand,trace,,,,,
di_122,M39914,M39914si,small intestine,Neoconocephalus sp. ,Neoconocephalus sp. ,95,,,,,
di_123,M39914,M39914si,small intestine,Gryllus assimilis ,Gryllus assimilis ,5,,,,,
di_124,M39914,M39914si,small intestine,woody material,material,part of 3 cc,,,,,
di_125,M39914,M39914si,small intestine,sand,sand,part of 3 cc,,,,,
di_126,M39914,M39914c,colon,Neoconocephalus sp. ,Neoconocephalus sp. ,26,,,,,
di_127,M39914,M39914c,colon,Phalaenidae,Phalaenidae,2,,,,larvae,
di_128,M39914,M39914c,colon,Chilopoda,Chilopoda,2,,,,,
di_129,M39914,M39914c,colon,Juniperus sp. fruit,Juniperus sp. ,70,,,,fruit,
di_130,M39914,M39914c,colon,woody material,material,part of 3 cc,,,,,
di_131,M39914,M39914c,colon,sand,sand,part of 3 cc,,,,,
di_132,M39915,M39915s,stomach,Gryllus assimilis ,Gryllus assimilis ,50,,,,,
di_133,M39915,M39915s,stomach,Acrididae,Acrididae,20,,,,,
di_134,M39915,M39915s,stomach,Tettigoniidae,Tettigoniidae,20,,,,,
di_135,M39915,M39915s,stomach,Pentatomidae,Pentatomidae,10,,,,,
di_136,M39915,M39915si,small intestine,Gryllus assimilis ,Gryllus assimilis ,1,,,,,
di_137,M39915,M39915si,small intestine,Tettigoniidae,Tettigoniidae,2,,,,,
di_138,M39915,M39915si,small intestine,Pentatomidae,Pentatomidae,10,,,,,
di_139,M39915,M39915si,small intestine,Rhaphidophorinae,Rhaphidophorinae,30,,,,,
di_140,M39915,M39915si,small intestine,Mantidae: egg case,Mantidae,20,,,,egg,
